"_url","title","date","court","summary","url"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","GST Registration Cannot Be Refused Merely Because Assessee Belongs To Another State: Andhra Pradesh High Court","(not found)","Andhra Pradesh High Court","The court stated that an assessee's state of origin is not valid grounds to refuse GST registration.","https://www.livelaw.in/tax-cases/gst-registration-cant-be-refused-merely-because-assessee-belongs-to-another-state-andhra-pradesh-high-court-283942"
"https://www.livelaw.in/high-court/jharkhand-high-court","Court Having Jurisdiction Over Seat Of Arbitration Would Be Entitled To Entertain Petition U/S 34 Of Arbitration Act: Jharkhand High Court","(not found)","Jharkhand High Court","Jharkhand High Court ruled the court having jurisdiction over the seat of Arbitration can entertain petitions under s.34.","https://www.livelaw.in/arbitration-cases/court-having-jurisdiction-over-seat-of-arbitration-entitled-to-entertain-petition-us-34-of-arbitration-act-jharkhand-high-court-283051"
"https://www.livelaw.in/high-court/himachal-pradesh-high-court","Pensionary Benefits For Contractual Period Before Regularization Must Include Annual Increments : Himachal Pradesh High Court","(not found)","Himachal Pradesh High Court","Contractual service period should include annual increments when calculating pension benefits.","https://www.livelaw.in/labour-service/pensionary-benefits-contractual-period-regularization-include-annual-increments-himachal-pradesh-high-court-280112"
"https://www.livelaw.in/high-court/gauhati-high-court","Gauhati High Court Asks Principal Secretary, DGP About Steps Taken To Stop Illegal Coal Mining In Assam Forest","(not found)","Gauhati High Court","Gauhati High Court sought steps from Assam authorities on halting illegal coal mining in forests.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-personal-appearance-principal-secretary-dgp-affidavit-llegal-mining-saleki-proposed-reserve-forest-area-283857"
"https://www.livelaw.in/high-court/bombay-high-court","Bombay High Court Quashes FIR Against Foreign Company Booked For Unauthorisedly Broadcasting Bigg Boss, IPL 2023, Other Colors TV Shows","(not found)","Bombay High Court","The Bombay High Court recently quashed a First Information Report (FIR) lodged against a Netherlands-based gaming company accused of unauthorisedly broadcasting various popular shows of Viacom 18 group such as 'Bigg Boss' 'Nagging' 'Asur' 'IPL 2023' etc, on various regional Over The Top (OTT) platforms. A division bench of Justices Revati Mohite-Dere and Dr Neela Gokhale noted that the company…","https://www.livelaw.in/high-court/bombay-high-court/bombay-high-court-quashes-fir-against-foreign-company-booked-for-unauthorisedly-broadcasting-bigg-boss-ipl-2023-other-shows-of-colors-tv-284675"
"https://www.livelaw.in/high-court/delhi-high-court","High Court Orders Forest Department, Delhi Police To Evolve Mechanism For Rescuing Distressed Birds","(not found)","Delhi High Court","The Delhi High Court has recently asked the Delhi Government's forest department and Delhi Police to evolve a mechanism for rescuing the distressed birds in the national capital.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-forest-department-police-mechanism-for-rescuing-distressed-birds-284709"
"https://www.livelaw.in/high-court/rajasthan-high-court","Can't Have Two FIRs For Same Accusation, Trial Court Didn't Consider Negative Report Before Cognizance: Rajasthan HC Exonerates Man Of Charges","(not found)","Rajasthan High Court","Two cases cannot run for the same accusation; the court exonerated a man due to trial court oversight.","https://www.livelaw.in/high-court/rajasthan-high-court/rajasthan-hc-two-firs-for-same-accusations-284570"
"https://www.livelaw.in/high-court/madhya-pradesh-high-court","Madhya Pradesh High Court Orders Trial Runs To Dispose Of Union Carbide's Toxic Waste Material At Pithampur","(not found)","Madhya Pradesh High Court","The court directed the State to conduct trial runs to dispose of 10 metric tonnes of Union Carbide's waste material.","https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-bhopal-gas-tragedy-union-carbide-waste-dispodal-284331"
"https://www.livelaw.in/high-court/jammu-kashmir","Preliminary Inquiry Is Mandatory Before Issuing Process When Accused Resides Beyond Territorial Jurisdiction Of Magistrate: J&K High Court","(not found)","J&K High Court","The Jammu and Kashmir High Court held that it is mandatory to conduct an inquiry before issuing process in a case where the accused is residing outside the jurisdiction of the magistrate court. The court held that in the present case, the Magistrate has not conducted any preliminary enquiry nor any investigation has been directed.","https://www.livelaw.in/high-court/jammu-kashmir/jkl-high-court-conducting-preliminary-inquiry-mandatory-before-issuing-process-where-accused-resides-beyond-territorial-jurisdiction-of-the-court-284741"
"https://www.livelaw.in/high-court/karnataka-high-court","Deserves Serious Attention: Karnataka HC Issues Notice On PIL Against Conferment Of Cabinet Rank To 42 MLAs & Legislative Council Members","(not found)","Karnataka High Court","The court issues notice on a PIL questioning the government notification appointing MLAs and Council Members with Cabinet rank.","https://www.livelaw.in/high-court/karnataka-high-court/karnataka-high-court-pil-cabinet-rank-42-mlas-legislative-council-members-284617"
"https://www.livelaw.in/high-court/gujarat-high-court","Plea That Signed Copy Of Award Was Not Received Cannot Be Raised For First Time In Appeal U/S 37 Of Arbitration Act: Gujarat High Court","(not found)","Gujarat High Court","The plea that limitation period for challenging the award under section 34 of the Arbitration Act did not start as the signed copy of the award was not received by the party, cannot be raised for the first time in appeal under section 37.","https://www.livelaw.in/high-court/gujarat-high-court/gujarat-high-court-plea-signed-copy-of-award-not-received-cannot-be-raised-first-time-in-appeal-us-37-of-arbitration-act-284236"
"https://www.livelaw.in/high-court/madras-high-court","Maha Shivaratri: Madras HC Seeks TNPCB's Report On Allegations That Isha Foundation Flouted Pollution Norms During Celebrations Last Year","(not found)","Madras High Court","The Madras High Court has called for a report from the Tamil Nadu Pollution Control Board in a plea seeking directions to the authorities to desist issuing permission to conduct Maha Shivaratri celebrations at Isha Foundation in light of violations of pollution norms in previous celebrations.","https://www.livelaw.in/high-court/madras-high-court/madras-high-court-maha-sivarathri-celebration-isha-foundation-pollution-norms-report-sought-284606"
"https://www.livelaw.in/high-court/all-high-courts","Prepare Disaster Management Plan For Residential Areas Situated At River Banks: High Court To Haryana Govt","(not found)","Punjab & Haryana High Court","The court directs Haryana Government to prepare a scientific disaster management plan for residential areas near river banks.","https://www.livelaw.in/high-court/punjab-and-haryana-high-court/punjab-haryana-high-court-prepare-disaster-management-plan-for-residential-areas-situated-at-river-banks-284735"
"https://www.livelaw.in/high-court/gauhati-high-court","Do Minor Mineral Rules Stipulate Action Against Contractor For Indulging In Illegal Mining Beyond Scope Of Contract: Gauhati HC Asks State","(not found)","Gauhati High Court","Gauhati High Court questioned state on provisions for penalizing contractors indulging in illegal mining beyond contract scope.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-illegal-mining-by-contractor-283827"
"https://www.livelaw.in/high-court/chattisgarh-high-court","S. 377 IPC | 'Unnatural' Sex By Husband With Wife Without Her Consent Is Not An Offence: Chhattisgarh High Court","(not found)","Chhattisgarh High Court","Sexual act by husband without wife consent can't be termed as rape under circumstances.","https://www.livelaw.in/high-court/chattisgarh-high-court/chhattisgarh-high-court-judgment-husband-unnatural-sex-with-wife-section-377-ipc-283632"
"https://www.livelaw.in/high-court/jharkhand-high-court","Legal Heirs Of Deceased Driver Entitled To Compensation Under Personal Accident Cover Even If Driver Was At Fault: Jharkhand High Court","(not found)","Jharkhand High Court","Jharkhand High Court held legal heirs of deceased driver eligible for compensation even if driver was at fault.","https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-high-court-legal-heirs-deceased-driver-entitled-compensation-personal-accident-cover-even-driver-fault-283002"
"https://www.livelaw.in/high-court/manipur-high-court","Art. 311(2)(c) | Governor's Sanction To Delinquent's Dismissal Sans Inquiry Not Based On 'Subjective Satisfaction', Manipur HC Upheld Reinstatement","2021-12-05","Manipur High Court","The Manipur High Court upheld the reinstatement of the Sub-Inspector of Police dismissed from service because of alleged links with a banned organization.","https://www.livelaw.in/high-court/manipur-high-court/manipur-high-court-employee-misconduct-dismissal-governor-sanction-article-311-276295"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Andhra Pradesh VAT Act | Pleadings On Suppression Of Material Facts, Wilful Evasion Of Tax Are Sine Qua Non For Invoking S.21(5): High Court","(not found)","Andhra Pradesh High Court","The court emphasized the necessity of pleadings related to fact suppression for extending the limitation under Section 21(5).","https://www.livelaw.in/tax-cases/ap-vat-act-aphc-holds-pleadings-relating-to-suppression-of-material-facts-sine-qua-non-for-invoking-section-215-283611"
"https://www.livelaw.in/high-court/calcutta-high-court","""Only Worried About Votes And Not The Voters"": Calcutta High Court Slams State Over Lack Of Medical Facilities In Rural Areas","(not found)","Calcutta High Court","Chief Justice TS Sivagnanam took severe exception to the lack of medical facilities provided by the state government to hospitals in rural areas.","https://www.livelaw.in/high-court/calcutta-high-court/hospital-capacity-of-10-beds-not-increased-since-1976-let-people-die-calcutta-high-court-slams-state-over-lack-of-medical-facilities-in-rural-areas-284362"
"https://www.livelaw.in/high-court/rajasthan-high-court","Rajasthan High Court Orders State To Release Retiral Benefits Of Employee Who Was Granted Premature Voluntary Retirement","(not found)","Rajasthan High Court","The state must release retiral benefits to an employee granted premature retirement despite not completing qualifying service.","https://www.livelaw.in/high-court/rajasthan-high-court/rajasthan-high-court-premature-voluntary-retirement-benefits-284452"
"https://www.livelaw.in/high-court/meghalaya-high-court","Meghalaya HC Quashes FIR, Chargesheet Against Ex-DGP Accused Of Misusing Official Vehicle Registration Number","2024","Meghalaya High Court","The High Court quashed an FIR and charge sheet against the former DGP related to misuse of vehicle registration.","https://www.livelaw.in/high-court/meghalaya-high-court/meghalaya-high-court-quashes-fir-chargesheet-ex-dgp-misusing-official-vehicle-registration-number-284312"
"https://www.livelaw.in/high-court/madhya-pradesh-high-court","Madhya Pradesh High Court Rebukes Sub Divisional Officer Over Handwritten, Illegible Orders Passed In Election Petition","(not found)","Madhya Pradesh High Court","The SDO's handwritten order sheets were found illegible, prompting the court to rebuke the officer.","https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-right-to-produce-witnesses-opportunity-adduce-evidence-complete-justice-283940"
"https://www.livelaw.in/high-court/telangana-high-court","Section 149 IPC| 'Common Object' Needs To Be Established To Charge All Individuals For Being Part Of Unlawful Assembly: Telangana HC","(not found)","Telangana High Court","The Telangana High Court has recently reduced the sentence of a few of the accused of an unlawful assembly who were convicted of an offense under section 302 of the IPC. The court held that the prosecution failed to prove the 'common object' amongst the mob.","https://www.livelaw.in/high-court/telangana-high-court/section-149-ipc-common-object-needs-to-be-established-to-charge-all-individuals-of-an-offense-part-of-an-unlawful-assembly-284749"
"https://www.livelaw.in/high-court/orissa-high-court","'Presumption That Woman Engages In Intimacy Only To Marry Is Patriarchal': Orissa HC Questions Criminalising Sex On False Promise Of Marriage","(not found)","Orissa High Court","The Orissa High Court questions the presumption behind criminalising sex on 'false promise of marriage'.","https://www.livelaw.in/high-court/orissa-high-court/presumption-woman-engages-in-intimacy-only-to-marry-patriarchal-orissa-hc-questions-criminalising-sex-on-false-promise-of-marriage-284748"
"https://www.livelaw.in/high-court/patna-high-court","Magistrate's Satisfaction On Apprehension Of Breach Of Public Peace Condition Precedent For Initiating Section 145 CrPC Proceeding: Patna HC","(not found)","Patna High Court","The Patna High Court has said that an Executive Magistrate is expected to invoke proceedings under Section 145 CrPC only when there is an apprehension of breach of public peace, adding that the condition precedent for initiating such proceedings is his satisfaction regarding such apprehension.","https://www.livelaw.in/high-court/patna-high-court/patna-high-court-satisfaction-executive-magistrate-apprehension-breach-public-peace-condition-precedent-initiating-145-crpc-proceeding-284659"
"https://www.livelaw.in/high-court/allahabad-high-court","Maha Kumbh Stampede | Can Judicial Commission's Role Be Expanded To Identify No. Of Casualties? : Allahabad HC Asks UP Govt","(not found)","Allahabad High Court","While dealing with a Public Interest Litigation (PIL) petition seeking the details of persons missing after the stampede at the Maha Kumbh in Prayagraj, the Allahabad High Court asked the UP Govt whether the inquiry commission's scope could be expanded.","https://www.livelaw.in/high-court/allahabad-high-court/allahabad-high-court-maha-kumbh-stampede-judicial-commission-identify-casualtie-up-govt-reply-284413"
"https://www.livelaw.in/high-court/himachal-pradesh-high-court","High Court Which Appointed Arbitrator U/S 11(6) Of Arbitration Act Cannot Be Classified As ""Court"" U/S 42: Himachal Pradesh HC","(not found)","Himachal Pradesh High Court","High Court appointing arbitrators under Section 11(6) isn't classified as 'Court' under Section 42 of the Arbitration Act.","https://www.livelaw.in/arbitration-cases/high-court-appointed-arbitrator-us-116-of-arbitration-act-cannot-be-classified-as-court-purpose-of-s-42-of-arbitration-act-himachal-pradesh-hc-280084"
"https://www.livelaw.in/high-court/kerala-high-court","Article 226 Can't Be Invoked Against An SCN Issued U/S 74 Of CGST Act At Preliminary Stage: Kerala High Court","(not found)","Kerala High Court","The Kerala High Court stated that Article 226 cannot be invoked against a show cause notice issued under Section 74 of the CGST Act at preliminary stage. ""Article 226 of the Constitution of India is not meant to be used to break the resistance of the Revenue in this fashion. In exercise of such jurisdiction, the High Court is required to refrain from issuing directions…","https://www.livelaw.in/tax-cases/article-226-cant-be-invoked-against-a-scn-issued-us-74-cgst-act-at-preliminary-stage-kerala-high-court-284621"
"https://www.livelaw.in/high-court/gauhati-high-court","Gauhati High Court Directs PWD To Stop Construction Activities, Earth Filling In Fresh Water Lake Deepor Beel","(not found)","Gauhati High Court","Gauhati HC directed PWD to halt construction and earth filling in Deepor Beel, a freshwater lake.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-pil-deepor-beel-construction-activities-283478"
"https://www.livelaw.in/high-court/punjab-and-haryana-high-court","Has Committee Been Constituted For Granting Leave Of Absence To MPs? P&H HC Asks In MP Amritpal Singh's Plea To Attend Lok Sabha Session","(not found)","Punjab and Haryana High Court","The Punjab & Haryana High Court has asked the Union Government to inform whether the committee for granting leave to Member of Parliaments (MP) from attending sessions of the house has been constituted, in a plea filed by MP Amritpal Singh detained under National Security Act (NSA) seeking to attend the session.","https://www.livelaw.in/high-court/punjab-and-haryana-high-court/punjab-haryana-high-court-on-amritpal-plea-for-attending-lok-sabha-proceedings-whether-committee-for-granting-leave-for-absence-of-mp-constituted-284662"
"https://www.livelaw.in/high-court/gujarat-high-court","Vadodara Boat Capsize: Gujarat High Court Directs Contractor To Deposit 25% Of Total Compensation By March 31","(not found)","Gujarat High Court","The Gujarat High Court directed the partners of M/s Kotia Projects to deposit compensation of over Rs. 3.5 crore for persons who died in the Vadodara boat capsize incident.","https://www.livelaw.in/high-court/gujarat-high-court/gujarat-high-court-compensation-25-march-31-vadodara-boat-capsize-284210"
"https://www.livelaw.in/high-court/sikkim-high-court","Governor Has Discretion To Not Consult With Public Service Commission Under Sikkim Government Servants' (Discipline & Appeal) Rules, 1985: Sikkim High Court","(not found)","Sikkim High Court","Sikkim High Court quashed a government order withdrawing retirement benefits of a dismissed government officer, stating that rule procedures were not followed.","https://www.livelaw.in/labour-service/governor-discretion-not-consult-with-public-service-commission-sikkim-government-servants-discipline-appeal-rules-1985-sikkim-high-court-278813"
"https://www.livelaw.in/high-court/jammu-kashmir","J&K High Court Seeks State Response On Status Of Stamp Duty Exemptions Given To Companies Engaged In Power Development Projects","(not found)","J&K High Court","The Jammu and Kashmir High Court has directed the concerned state authorities to apprise the court about the status of exemption in paying of stamp duty by power project developing companies in J&K, engaged in setting up power projects under any policy.","https://www.livelaw.in/high-court/jammu-kashmir/court-seeks-governments-response-status-of-stamp-duty-exemption-to-companies-engaged-in-power-development-projects-jkl-high-court-284638"
"https://www.livelaw.in/high-court/madhya-pradesh-high-court","Wife In Love With Someone Else Without Any Physical Relations Is Not Adultery: Madhya Pradesh High Court","(not found)","Madhya Pradesh High Court","The court held that love without physical relations does not constitute adultery, thus not sufficient to deny maintenance.","https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-adultery-wife-love-no-sexual-intercourse-283867"
"https://www.livelaw.in/high-court/manipur-high-court","Manipur High Court Seeks State, Centre's Stand In PIL To Maintain Law & Order Following Clash Of Suspected Militants With Forces","2022-11-18","Manipur High Court","The court sought the stand of the State government and the Centre in a public interest litigation petition concerning law and order.","https://www.livelaw.in/high-court/manipur-high-court/manipur-high-court-hearing-pil-law-and-order-maintenance-manipur-government-constitutional-duty-275848"
"https://www.livelaw.in/high-court/rajasthan-high-court","Rajasthan High Court Restrains CAT From Taking Coercive Action Against Peon Who Refused To Clean Toilets Claiming It Wasn't Her Duty","(not found)","Rajasthan High Court","The court restrained CAT from taking action against a peon who refused to clean toilets citing job scope.","https://www.livelaw.in/high-court/rajasthan-high-court/disciplinary-proceedings-initiated-against-peon-denying-task-cleaning-toilets-out-her-scope-work-rajasthan-hc-issues-notice-central-administrative-tribunal-284446"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Reconciliation In Matrimonial Matters Before Family Court Not Permissible Through Video Conferencing: Andhra Pradesh HC Reiterates","(not found)","Andhra Pradesh High Court","The court reiterated that reconciliation in matrimonial cases should happen in person, not via video conferencing.","https://www.livelaw.in/high-court/andhra-pradesh-high-court/andhra-pradesh-high-court-ruling-family-court-reconciliation-proceedings-married-couple-and-video-conferencing-283591"
"https://www.livelaw.in/high-court/karnataka-high-court","Karnataka High Court Reserves Order On Plea By CM Siddaramaiah's Wife, Minster BS Suresh To Quash ED Summons, ECIR In MUDA Case","(not found)","Karnataka High Court","The court reserves its order on pleas to quash summons issued by Enforcement Directorate and ECIR registered in the MUDA case.","https://www.livelaw.in/high-court/karnataka-high-court/karnataka-high-court-parvathy-muda-case-siddaramiah-ed-summons-284585"
"https://www.livelaw.in/high-court/jharkhand-high-court","Eviction Cannot Be Ordered Without Due Process, Executive Authorities Cannot Adjudicate Land Title: Jharkhand High Court","(not found)","Jharkhand High Court","Jharkhand HC held executive authorities cannot adjudicate land title and eviction requires due process.","https://www.livelaw.in/high-court/jharkhand-high-court/jharkhand-high-court-eviction-cannot-ordered-without-due-process-executive-authorities-cannot-adjudicate-land-title-282983"
"https://www.livelaw.in/high-court/calcutta-high-court","Threat Of False Criminal Case Does Not Gain Status Of Abetment To Suicide Without 'Positive Act' Pushing Victim To The Edge: Calcutta HC","(not found)","Calcutta High Court","The Calcutta High Court held that threatening someone with a false criminal case without any positive act pushing the victim over the edge would not suffice for abetment to suicide.","https://www.livelaw.in/high-court/calcutta-high-court/threat-of-false-criminal-case-does-not-gain-status-of-abetment-to-suicide-without-positive-act-pushing-victim-to-the-edge-calcutta-high-court-284341"
"https://www.livelaw.in/high-court/gauhati-high-court","Illegal Coal Mining: Gauhati High Court Orders Protection Of Ahom Historical Monuments","(not found)","Gauhati High Court","Gauhati HC instructed state to protect Ahom Dynasty monuments as historical sites against illegal coal mining.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-pil-ahom-historical-monuments-protection-assam-government-283225"
"https://www.livelaw.in/high-court/orissa-high-court","'Failure Of Love Not A Crime': Orissa HC Quashes Rape Charges Against Man Accused Of Sex On False Promise Of Marriage","(not found)","Orissa High Court","The Orissa High Court quashed rape charges against a man accused over a nine-year period based on a false promise of marriage.","https://www.livelaw.in/high-court/orissa-high-court/failure-of-love-not-a-crime-orissa-hc-quashes-rape-charges-against-man-accused-of-having-sex-for-9-yrs-on-false-promise-of-marriage-284747"
"https://www.livelaw.in/high-court/meghalaya-high-court","Meghalaya High Court Sets Aside Trial Court's Maintenance Order Due To Non-Disclosure Of Assets By Parties, Directs Reconsideration","(not found)","Meghalaya High Court","The court set aside a maintenance order due to non-disclosure of assets by both parties.","https://www.livelaw.in/high-court/meghalaya-high-court/meghalaya-high-court-set-aside-maintenance-order-passed-by-a-trial-court-section-125-of-crpc-no-affidavit-of-disclosure-of-assets-and-liabilities-were-filed-by-both-parties-284087"
"https://www.livelaw.in/high-court/delhi-high-court","Delhi High Court Again Reschedules Date Of Elections To All Bar Associations To March 21","(not found)","Delhi High Court","The Delhi High Court has rescheduled again the date of elections to all Bar Associations in the national capital from February 28 to March 21, 2025.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-reschedules-election-date-all-bar-associations-march-21-284717"
"https://www.livelaw.in/high-court/telangana-high-court","Habeas Corpus Most Potent Safeguard Against Illegal Detention, Can't Be Run Down By Misuse In Marital, Child Custody Cases: Telangana HC","(not found)","Telangana High Court","The Telangana High Court has reiterated that the remedy of Habeas Corpus is an extraordinary remedy available to safeguard against disappearances or illegal detention. That, it should not be used as a weapon to settle marital scores or to win a custody battle.","https://www.livelaw.in/high-court/telangana-high-court/telangana-high-court-writ-habeas-corpus-illegal-detention-child-custody-283916"
"https://www.livelaw.in/high-court/madras-high-court","'In Larger Interest Of Country': Madras HC Recommends Resuming Reservation Of 2 Seats In MBBS/BDS Course For PM Rashtriya Bal Puraskar Awardees","(not found)","Madras High Court","The Madras High Court has recommended the Ministry of Women and Child Development to resume reserving two seats in MBBS and BDs courses for students who have been conferred with the Pradhan Mantri Rashtriya Bal Puraskar.","https://www.livelaw.in/high-court/madras-high-court/madras-high-court-recommends-resuming-reservation-mbbs-bds-course-pradhan-mantri-bal-puraskar-awardees-284589"
"https://www.livelaw.in/high-court/all-high-courts","Inter Cadre Transfer Can't Be Denied Solely Citing Shortage Of Officers: Delhi High Court Raps West Bengal Govt","(not found)","Delhi High Court","Delhi High Court criticized the West Bengal government's denial of inter cadre transfers citing officer shortages.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-inter-cadre-transfer-284712"
"https://www.livelaw.in/high-court/sikkim-high-court","Arbitration Agreement Remains Valid Even If Underlying Contract Is Terminated: Sikkim High Court","(not found)","Sikkim High Court","It is affirmed that if the contract containing arbitration clause is rendered invalid or void, it does not affect the arbitration agreement.","https://www.livelaw.in/arbitration-cases/arbitration-agreement-remains-valid-underlying-contract-terminated-sikkim-high-court-275185"
"https://www.livelaw.in/high-court/patna-high-court","Supreme Court Collegium Recommends Appointment Of 5 Advocates As Patna High Court Judges","(not found)","Patna High Court","The Supreme Court Collegium in its meeting held on 20th February, 2025 has approved the proposal for appointment of the following Advocates, as Judges of the High Court of Judicature at Patna:","https://www.livelaw.in/high-court/patna-high-court/supreme-court-collegium-recommends-appointment-of-5-advocates-as-patna-high-court-judges-284593"
"https://www.livelaw.in/high-court/uttarakhand-high-court","UCC Challenge | 'You Brazenly Live Together Sans Marriage, What Privacy Is Invaded?; State Isn't Saying No To Live-In': Uttarakhand HC Orally Remarks","(not found)","Uttarakhand High Court","Uttarakhand High Court remarked that the state isn't prohibiting live-in relationships, just mandating registration.","https://www.livelaw.in/high-court/uttarakhand-high-court/uttarakhand-high-court-uniform-civil-code-challenge-live-in-relationship-privacy-secrecy-oral-remarks-284140"
"https://www.livelaw.in/high-court/delhi-high-court","Delhi High Court Junks PIL Against 'Illegal Constructions' At Ajmeri Gate, Imposes ₹10K Costs","(not found)","Delhi High Court","The Delhi High Court has dismissed a PIL seeking to demolish the alleged illegal and unauthorized constructions within the regulated area of city's Ajmeri Gate.","https://www.livelaw.in/high-court/delhi-high-court/delhi-high-court-pil-illegal-constructions-ajmeri-gate-10k-costs-284708"
"https://www.livelaw.in/high-court/gujarat-high-court","Justice Biren A Vaishnav To Head Gujarat High Court For Two Weeks After Chief Justice Sunita Agarwal Goes On Leave","(not found)","Gujarat High Court","The appointment of Justice Biren Aniruddh Vaishnav to perform the duties of the office of the Chief Justice of Gujarat High Court was made due to Chief Justice Sunita Agarwal going on leave.","https://www.livelaw.in/high-court/gujarat-high-court/gujarat-high-court-chief-justice-sunita-agarwal-leave-justice-biren-vaishnav-284206"
"https://www.livelaw.in/high-court/manipur-high-court","Centre Notifies Appointment Of Justice Krishnakumar As Manipur HC Chief Justice","2024-11-18","Manipur High Court","The Central Government notified the appointment of Justice D. Krishnakumar as the Chief Justice of the High Court of Manipur.","https://www.livelaw.in/top-stories/centre-notifies-appointment-of-justice-krishnakumar-as-manipur-hc-chief-justice-275794"
"https://www.livelaw.in/high-court/rajasthan-high-court","Right To Be Forgotten By Destroying Records Of Juvenile Delinquency Is Absolute, Has To Be Given Full Meaning By The State: Rajasthan HC","(not found)","Rajasthan High Court","Records of juvenile delinquency must be destroyed to allow rehabilitation; the right is absolute.","https://www.livelaw.in/high-court/rajasthan-high-court/rajasthan-high-court-directs-reinstatement-of-constable-terminated-for-non-disclosure-of-conviction-as-a-juvenile-284361"
"https://www.livelaw.in/high-court/kerala-high-court","Lack Of Mandatory Jail Sentence For Hate Speech Crimes Serious Matter : Kerala High Court Flags Issue To Parliament & Law Commission","(not found)","Kerala High Court","While denying anticipatory bail to BJP leader PC George in a case for making remarks against the Muslim community, the Kerala High Court expressed concerns about the rising frequency of statements based on caste and religion.""Nowadays, there is a tendency to make statements based on religion, caste etc. These are against the basic structure of our Constitution. These tendencies should be…","https://www.livelaw.in/high-court/kerala-high-court/lack-of-mandatory-jail-sentence-for-hate-speech-crimes-serious-matter-284641"
"https://www.livelaw.in/high-court/jammu-kashmir","[Muslim Law] Daughter As Legal Heir Cannot Be Excluded From Revenue Documents Without Recording Valid Reasons: J&K High Court","(not found)","J&K High Court","The Jammu and Kashmir High Court has held that where a mutation is attested excluding a legal heir without recording the reasons for exclusion, such a mutation can be set aside.","https://www.livelaw.in/high-court/jammu-kashmir/j-k-l-high-court-daughter-legal-heir-cannot-excluded-from-revenue-documents-without-recording-valid-reasons-such-exclusion-284546"
"https://www.livelaw.in/high-court/punjab-and-haryana-high-court","S. 63 NDPS Act | Confiscation Of Vehicle Not Dependent On Outcome Of Trial, Court Needs To Deal With It Separately: Punjab & Haryana HC","(not found)","Punjab and Haryana High Court","The Punjab & Haryana High Court has set aside the confiscation order of a vehicle allegedly involved in a case under the NDPS Act, observing that the same was passed without following the procedure under Section 63 of the Act.","https://www.livelaw.in/high-court/punjab-and-haryana-high-court/punjab-haryana-high-court-confiscation-of-vehicle-under-ndps-act-not-dependent-upon-outcome-of-trial-section-63-ndps-284646"
"https://www.livelaw.in/high-court/andhra-pradesh-high-court","Limitation Act Doesn't Apply To Appeals Preferred Before Collector Under Section 70 Of Chit Funds Act: Andhra Pradesh High Court","(not found)","Andhra Pradesh High Court","The court clarified that the Limitation Act does not apply to Section 70 appeals of the Chit Funds Act.","https://www.livelaw.in/high-court/andhra-pradesh-high-court/andhra-pradesh-high-court-rules-limitation-act-not-applicable-section-70-chit-funds-act-283549"
"https://www.livelaw.in/high-court/gauhati-high-court","Toilet Facilities In Court Premises: Gauhati High Court Notifies Committee To Monitor Implementation Of Apex Court Directions","January 28","Gauhati High Court","Gauhati HC notified a committee to monitor toilet facility implementation as directed by Supreme Court for court premises.","https://www.livelaw.in/high-court/gauhati-high-court/gauhati-high-court-toilet-facilities-in-courts-supreme-court-judgment-rajeeb-kalita-vs-union-of-india-283224"
"https://www.livelaw.in/high-court/chattisgarh-high-court","Execution Proceedings Can't Be Quashed Solely Due To Non-Supply Of Signed Arbitral Award: Chhattisgarh High Court","(not found)","Chhattisgarh High Court","Non-supply of signed arbitral award alone cannot quash execution proceedings.","https://www.livelaw.in/arbitration-cases/chhattisgarh-high-court-execution-proceedings-cant-be-quashed-solely-due-to-non-supply-of-signed-arbitral-award-283416"
"https://www.livelaw.in/high-court/meghalaya-high-court","Meghalaya High Court Asks Shillong Municipal Board To Construct Shelter For Stray Dogs In 30 Days","(not found)","Meghalaya High Court","The court directed the Shillong Municipal Board to construct a shelter for stray dogs within 30 days.","https://www.livelaw.in/high-court/meghalaya-high-court/meghalaya-high-court-pil-street-dogs-shelter-construction-shillong-municipal-board-283563"
"https://www.livelaw.in/high-court/orissa-high-court","Orissa High Court Releases Cargo Vessel MV Debi Following Settlement Between Parties, Orders Refund Of Court Fees","(not found)","Orissa High Court","'MV Debi' cargo ship released after settlement, with refund of court fees ordered by Orissa High Court.","https://www.livelaw.in/high-court/orissa-high-court/orissa-high-court-releases-cargo-vessel-mv-debi-after-out-of-court-settlement-orders-refund-of-court-fees-284629"
